1 ,佛諾 ,♣18,火,★,,平衡型,妖精族,無,初期,1,960,1020,53.00,最大,5,1380,1566,84.13,加蛋上限,-,+270,+300,+17.00,限界値,5,1650,1866,101.13,三圍總合,3617.13,,,,大降臨慶典(?,
2 ,佛諾德 ,♣36,火,★★,,平衡型,妖精族,無,初期,1,1240,1330,79.33,最大,15,2500,2947,120.97,加蛋上限,-,+480,+560,+24.48,限界値,15,2980,3507,145.45,三圍總合,6632.45,,,,
3 ,希可羅 ,♣18,火,★,,平衡型,妖精族,無,初期,1,970,1070,52.00,最大,5,1390,1626,82.80,加蛋上限,-,+270,+300,+17.00,限界値,5,1660,1926,99.80,三圍總合,3685.80,,,,
4 ,費林 ,♣18,火,★,,平衡型,妖精族,無,初期,1,990,1110,51.33,最大,5,1420,1687,81.43,加蛋上限,-,+270,+300,+17.00,限界値,5,1690,1987,98.43,三圍總合,3775.43,,,,
5 ,瓦拉 ,♣18,水,★,,平衡型,妖精族,無,初期,1,950,940,54.33,最大,5,1359,1433,86.53,加蛋上限,-,+270,+300,+17.00,限界値,5,1629,1733,103.53,三圍總合,3465.53,,,,
6 ,多瓦拉 ,♣36,水,★★,,平衡型,妖精族,無,初期,1,1220,1230,81.67,最大,15,2459,2710,124.70,加蛋上限,-,+480,+560,+24.48,限界値,15,2939,3270,149.18,三圍總合,6358.18,,,,
7 ,艾斯林 ,♣18,水,★,,平衡型,妖精族,無,初期,1,990,1110,51.33,最大,5,1420,1687,81.43,加蛋上限,-,+270,+300,+17.00,限界値,5,1690,1987,98.43,三圍總合,3775.43,,,,
8 ,希林格 ,♣18,水,★,,平衡型,妖精族,無,初期,1,920,820,56.67,最大,5,1319,1250,90.27,加蛋上限,-,+270,+300,+17.00,限界値,5,1589,1550,107.27,三圍總合,3246.27,,,,
9 ,種子可羅 ,♣18,木,★,,平衡型,妖精族,無,初期,1,970,1070,52.00,最大,5,1390,1626,82.80,加蛋上限,-,+270,+300,+17.00,限界値,5,1660,1926,99.80,三圍總合,3685.80,,,,
10 ,哈娜可倫 ,♣36,木,★★,,平衡型,妖精族,無,初期,1,1250,1390,78.00,最大,15,2520,3059,118.93,加蛋上限,-,+480,+560,+24.48,限界値,15,3000,3619,143.41,三圍總合,6762.41,,,,
11 ,赫帕 ,♣18,木,★,,平衡型,妖精族,無,初期,1,960,1020,53.00,最大,5,1380,1566,84.13,加蛋上限,-,+270,+300,+17.00,限界値,5,1650,1866,101.13,三圍總合,3617.13,,,,
12 ,格里林 ,♣18,木,★,,平衡型,妖精族,無,初期,1,950,940,54.33,最大,5,1359,1433,86.53,加蛋上限,-,+270,+300,+17.00,限界値,5,1629,1733,103.53,三圍總合,3465.53,,,,
13 ,邱利安 ,♣18,光,★,,平衡型,妖精族,無,初期,1,920,820,56.67,最大,5,1319,1250,90.27,加蛋上限,-,+270,+300,+17.00,限界値,5,1589,1550,107.27,三圍總合,3246.27,,,,
14 ,邱比特 ,♣36,光,★★,,平衡型,妖精族,無,初期,1,1180,1070,85.33,最大,15,2387,2361,130.13,加蛋上限,-,+480,+560,+24.48,限界値,15,2867,2921,154.61,三圍總合,5942.61,,,,
15 ,皮卡利 ,♣18,光,★,,平衡型,妖精族,無,初期,1,950,940,54.33,最大,5,1359,1433,86.53,加蛋上限,-,+270,+300,+17.00,限界値,5,1629,1733,103.53,三圍總合,3465.53,,,,
16 ,雷可羅 ,♣18,光,★,,平衡型,妖精族,無,初期,1,970,1070,52.00,最大,5,1390,1626,82.80,加蛋上限,-,+270,+300,+17.00,限界値,5,1660,1926,99.80,三圍總合,3685.80,,,,
17 ,翰格林 ,♣18,闇,★,,平衡型,魔族,無,初期,1,990,1110,51.33,最大,5,1420,1687,81.43,加蛋上限,-,+270,+300,+17.00,限界値,5,1690,1987,98.43,三圍總合,3775.43,,,,
18 ,飽食魔 ,♣36,闇,★★,,平衡型,魔族,無,初期,1,1270,1440,77.00,最大,15,2572,3183,117.23,加蛋上限,-,+480,+560,+24.48,限界値,15,3052,3743,141.71,三圍總合,6936.71,,,,
19 ,氬米 ,♣18,闇,★,,平衡型,魔族,無,初期,1,960,1020,53.00,最大,5,1380,1566,84.13,加蛋上限,-,+270,+300,+17.00,限界値,5,1650,1866,101.13,三圍總合,3617.13,,,,
20 ,布拉克林 ,♣18,闇,★,,平衡型,魔族,無,初期,1,920,820,56.67,最大,5,1319,1250,90.27,加蛋上限,-,+270,+300,+17.00,限界値,5,1589,1550,107.27,三圍總合,3246.27,,,,
21 ,哥布林 ,♣18,火,★,,平衡型,魔族,無,初期,1,960,1030,53.00,最大,5,1380,1565,84.13,加蛋上限,-,+270,+300,+17.00,限界値,5,1650,1865,101.13,三圍總合,3616.13,,,,
22 ,哥布林斯 ,♣36,火,★★,,平衡型,魔族,無,初期,1,1240,1330,79.33,最大,15,2500,2947,120.97,加蛋上限,-,+480,+560,+24.48,限界値,15,2980,3507,145.45,三圍總合,6632.45,,,,
23 ,布林多爾斯 ,♣54,火,★★★,,平衡型,魔族,無,初期,1,2300,1720,111.00,最大,20,3990,3232,164.20,加蛋上限,-,+780,+610,+33.32,限界値,20,4770,3842,197.52,三圍總合,8809.52,,,,
24 ,史諾 ,♣18,水,★,,平衡型,妖精族,無,初期,1,960,1000,53.33,最大,5,1380,1525,84.83,加蛋上限,-,+270,+300,+17.00,限界値,5,1650,1825,101.83,三圍總合,3576.83,,,,
25 ,冰騎士 ,♣36,水,★★,,平衡型,妖精族,無,初期,1,1240,1300,80.00,最大,15,2500,2875,122.00,加蛋上限,-,+480,+560,+24.48,限界値,15,2980,3435,146.48,三圍總合,6561.48,,,,
26 ,冰男爵 ,♣54,水,★★★,,平衡型,妖精族,無,初期,1,2300,1680,112.00,最大,20,3980,3150,165.90,加蛋上限,-,+780,+610,+33.32,限界値,20,4760,3760,199.22,三圍總合,8719.22,,,,
27 ,馬修 ,♣18,木,★,,平衡型,妖精族,無,初期,1,950,970,53.67,最大,5,1370,1484,85.50,加蛋上限,-,+270,+300,+17.00,限界値,5,1640,1784,102.50,三圍總合,3526.50,,,,
28 ,馬修特 ,♣36,木,★★,,平衡型,妖精族,無,初期,1,1230,1270,80.67,最大,15,2479,2803,123.00,加蛋上限,-,+480,+560,+24.48,限界値,15,2959,3363,147.48,三圍總合,6469.48,,,,
29 ,修馬托 ,♣54,木,★★★,,平衡型,妖精族,無,初期,1,2280,1640,113.00,最大,20,3949,3068,67.60,加蛋上限,-,+780,+610,+33.32,限界値,20,4729,3678,100.92,三圍總合,8507.92,,,,
30 ,羅烏 ,♣18,光,★,,平衡型,妖精族,無,初期,1,950,950,54.33,最大,5,1370,1443,86.53,加蛋上限,-,+270,+300,+17.00,限界値,5,1640,1743,103.53,三圍總合,3486.53,,,,
31 ,羅里 ,♣36,光,★★,,平衡型,妖精族,無,初期,1,1230,1230,81.67,最大,15,2479,2731,124.37,加蛋上限,-,+480,+560,+24.48,限界値,15,2959,3291,148.85,三圍總合,6398.85,,,,
32 ,歐達 ,♣54,光,★★★,,平衡型,妖精族,無,初期,1,2280,1590,114.00,最大,20,3939,2986,168.93,加蛋上限,-,+780,+610,+33.32,限界値,20,4719,3596,202.25,三圍總合,8517.25,,,,
33 ,庫洛奇 ,♣18,闇,★,,平衡型,魔族,無,初期,1,960,1050,52.33,最大,5,1390,1606,83.13,加蛋上限,-,+270,+300,+17.00,限界値,5,1660,1906,100.13,三圍總合,3666.13,,,,
34 ,多庫洛奇 ,♣36,闇,★★,,平衡型,魔族,無,初期,1,1250,1370,78.33,最大,15,2510,3018,119.63,加蛋上限,-,+480,+560,+24.48,限界値,15,2990,3578,144.11,三圍總合,6712.11,,,,
35 ,多多庫洛騎士 ,♣54,闇,★★★,,平衡型,魔族,無,初期,1,2310,1770,110.00,最大,20,4000,3313,162.83,加蛋上限,-,+780,+610,+33.32,限界値,20,4780,3923,196.15,三圍總合,8899.15,,,,
36 ,帕皮 ,♣36,火,★★,,平衡型,獸族,無,初期,1,1230,1270,80.67,最大,15,2479,2803,123.00,加蛋上限,-,+480,+560,+24.48,限界値,15,2959,3363,147.48,三圍總合,6469.48,,,,
37 ,多奇 ,♣54,火,★★★,,力量型,獸族,無,初期,1,2280,3270,68.00,最大,20,3949,6136,100.53,加蛋上限,-,+780,+1230,+24.48,限界値,20,4729,7366,125.01,三圍總合,12220.01,,,,
38 ,奇歐 ,♣36,水,★★,,平衡型,獸族,無,初期,1,1200,1200,82.33,最大,15,2428,2649,125.37,加蛋上限,-,+480,+560,+24.48,限界値,15,2908,3209,149.85,三圍總合,6266.85,,,,
39 ,丘比 ,♣54,水,★★★,,速度型,獸族,無,初期,1,2230,1660,161.00,最大,20,3857,3119,238.70,加蛋上限,-,+780,+560,+46.58,限界値,20,4637,3679,285.28,三圍總合,8601.28,,,,
40 ,歪利 ,♣36,木,★★,,平衡型,獸族,無,初期,1,1240,1300,80.00,最大,15,2500,2875,122.00,加蛋上限,-,+480,+560,+24.48,限界値,15,2980,3435,146.48,三圍總合,6561.48,,,,
41 ,多歪爾德 ,♣54,木,★★★,,力量型,獸族,無,初期,1,2300,2350,67.33,最大,20,3980,4408,99.53,加蛋上限,-,+780,+860,+24.48,限界値,20,4760,5268,124.01,三圍總合,10152.01,,,,
42 ,拉比利 ,♣36,光,★★,,平衡型,獸族,無,初期,1,1200,1170,83.00,最大,15,2418,2577,126.40,加蛋上限,-,+480,+560,+24.48,限界値,15,2898,3137,150.88,三圍總合,6185.88,,,,
43 ,巴尼 ,♣54,光,★★★,,平衡型,獸族,無,初期,1,2220,2150,116.00,最大,20,3847,4040,172.00,加蛋上限,-,+780,+880,+33.32,限界値,20,4627,4920,205.32,三圍總合,9752.32,,,,
44 ,奇奇 ,♣36,闇,★★,,平衡型,獸族,無,初期,1,1230,1230,81.67,最大,15,2479,2731,124.37,加蛋上限,-,+480,+560,+24.48,限界値,15,2959,3291,148.85,三圍總合,6398.85,,,,
45 ,奇奇魔師 ,♣54,闇,★★★,,平衡型,獸族,無,初期,1,2280,2280,114.00,最大,20,3939,4264,168.93,加蛋上限,-,+780,+880,+33.32,限界値,20,4719,5144,202.25,三圍總合,10065.25,,,,
46 ,ヒクイ ,♣36,火,★★,,平衡型,鳥族,無,初期,1,1200,820,83.00,最大,15,2418,1807,126.40,加蛋上限,-,+0,+0,+0.00,限界値,15,2418,1807,126.40,三圍總合,4351.40,,,,
47 ,ファイアバード ,♣54,火,★★★,,平衡型,鳥族,無,初期,1,2220,1510,116.00,最大,20,3847,2822,172.00,加蛋上限,-,+0,+0,+0.00,限界値,20,3847,2822,172.00,三圍總合,6841.00,,,,
48 ,ツブリ ,♣36,水,★★,,平衡型,鳥族,無,初期,1,1200,840,82.30,最大,15,2428,1858,125.40,加蛋上限,-,+0,+0,+0.00,限界値,15,2428,1858,125.40,三圍總合,4411.40,,,,
49 ,フォーチュン ,♣54,水,★★★,,平衡型,鳥族,無,初期,1,2230,1550,115.30,最大,20,3857,2904,170.60,加蛋上限,-,+0,+0,+0.00,限界値,20,3857,2904,170.60,三圍總合,6931.60,,,,
50 ,スプリー ,♣36,木,★★,,平衡型,鳥族,無,初期,1,1230,890,80.70,最大,15,2479,1961,123.00,加蛋上限,-,+0,+0,+0.00,限界値,15,2479,1961,123.00,三圍總合,4563.00,,,,
51 ,グリーンバード ,♣54,木,★★★,,平衡型,鳥族,無,初期,1,2280,1640,113.00,最大,20,3949,3068,167.60,加蛋上限,-,+0,+0,+0.00,限界値,20,3949,3068,167.60,三圍總合,7184.60,,,,
52 ,ダッコ ,♣36,光,★★,,平衡型,鳥族,無,初期,1,1190,790,83.70,最大,15,2397,1756,127.80,加蛋上限,-,+0,+0,+0.00,限界値,15,2397,1756,127.80,三圍總合,4280.80,,,,
53 ,オデッタ ,♣54,光,★★★,,平衡型,鳥族,無,初期,1,2210,1460,117.30,最大,20,3816,2751,173.70,加蛋上限,-,+0,+0,+0.00,限界値,20,3816,2751,173.70,三圍總合,6740.70,,,,
54 ,オーリー ,♣36,闇,★★,,力量型,鳥族,無,初期,1,1230,880,81.00,最大,15,2479,1930,123.70,加蛋上限,-,+0,+0,+0.00,限界値,15,2479,1930,123.70,三圍總合,4532.70,,,,
55 ,ナイトバード ,♣54,闇,★★★,,力量型,鳥族,無,初期,1,2280,1620,114.00,最大,20,3939,3027,168.00,加蛋上限,-,+0,+0,+0.00,限界値,20,3939,3027,168.00,三圍總合,7134.00,,,,
56 ,巴貢 ,♣36,火,★★,,力量型,礦物族,無,初期,1,1260,2010,46.33,最大,15,2541,4435,70.47,加蛋上限,-,+480,+780,+14.62,限界値,15,3021,5215,85.09,三圍總合,8321.09,,,,
57 ,多巴貢 ,♣54,火,★★★,,力量型,礦物族,無,初期,1,2330,3700,64.67,最大,20,4041,6944,95.80,加蛋上限,-,+780,+1230,+19.72,限界値,20,4821,8174,115.52,三圍總合,13110.52,,,,
58 ,卡欽 ,♣36,水,★★,,力量型,礦物族,無,初期,1,1280,2100,45.33,最大,15,2592,4641,69.13,加蛋上限,-,+480,+780,+14.62,限界値,15,3072,5421,83.75,三圍總合,8576.75,,,,
59 ,多卡欽 ,♣54,水,★★★,,力量型,礦物族,無,初期,1,2380,3880,63.67,最大,20,4123,7271,94.10,加蛋上限,-,+780,+1230,+19.72,限界値,20,4903,8501,113.82,三圍總合,13517.82,,,,
60 ,茲剛 ,♣36,木,★★,,力量型,礦物族,無,初期,1,1290,2150,45.00,最大,15,2602,4743,68.43,加蛋上限,-,+480,+780,+14.62,限界値,15,3082,5523,83.05,三圍總合,8688.05,,,,
61 ,多茲剛 ,♣54,木,★★★,,力量型,礦物族,無,初期,1,2390,3960,63.00,最大,20,4143,7435,93.10,加蛋上限,-,+780,+1230,+19.72,限界値,20,4923,8665,112.82,三圍總合,13700.82,,,,
62 ,比康 ,♣36,光,★★,,力量型,礦物族,無,初期,1,1280,2050,45.67,最大,15,2582,4538,69.80,加蛋上限,-,+480,+780,+14.62,限界値,15,3062,5318,84.42,三圍總合,8464.42,,,,
63 ,多比康 ,♣54,光,★★★,,力量型,礦物族,無,初期,1,2370,3790,64.00,最大,20,4102,7108,94.80,加蛋上限,-,+780,+1230,+19.72,限界値,20,4882,8338,114.52,三圍總合,13334.52,,,,
64 ,庫隆 ,♣36,闇,★★,,力量型,礦物族,無,初期,1,1260,2010,46.33,最大,15,2541,4435,70.47,加蛋上限,-,+480,+780,+14.62,限界値,15,3021,5215,85.09,三圍總合,8321.09,,,,
65 ,多庫隆 ,♣54,闇,★★★,,力量型,礦物族,無,初期,1,2330,3700,64.67,最大,20,4041,6944,95.80,加蛋上限,-,+780,+1230,+19.72,限界値,20,4821,8174,115.52,三圍總合,13110.52,,,,
66 ,邦提 ,♣36,火,★★,,速度型,獸族,無,初期,1,1280,1110,106.33,最大,15,2582,2454,162.33,加蛋上限,-,+480,+330,+34.00,限界値,15,3062,2784,196.33,三圍總合,6042.33,,,,
67 ,邦提吉 ,♣54,火,★★★,,速度型,獸族,無,初期,1,2380,2050,149.00,最大,20,4112,3835,220.73,加蛋上限,-,+780,+520,+46.58,限界値,20,4892,4355,267.31,三圍總合,9514.31,,,,
